`id_partido`; `id_temporada`;num_jornada; `ds_dia_semana`; `fe_fecha`;ds_hora; `id_equipo_local`;ds_nombre_local; `id_equipo_visitante`;ds_nombre_visitante; `ct_odds_local`; `ct_odds_empate`; `ct_odds_visitante`; `ct_goles_local`; `ct_goles_visitante`;BTTS; `ct_xg_local`; `ct_xg_visitante`; `ct_asistencia`; `ds_estadio_partido`; `ds_arbitro`;Entrenador local;Entrenador visitante; `ct_possesion_local`; `ct_possesion_visitante`; `num_remates_local`; `num_remates_visitante`; `num_remates_puerta_local`; `num_remates_puerta_visitante`; `num_remates_fuera_local`; `num_remates_fuera_visitante`; `num_tarjetas_local`; `num_tarjetas_visitante`; `num_corners_local_1p`; `num_corners_visitante_1p`; `num_corners_local_2p`; `num_corners_visitante_2p`;Total corners; `num_faltas_local`; `num_faltas_visitante`; `num_fueras_juego_local`; `num_fueras_juego_visitante`;Tajerata roja local;Tajerata roja visitante;Minuto primera tarjeta roja; `ds_formacion_local`; `ds_formacion_visitante`; `m_gol_1_loc`; `m_gol_2_loc`; `m_gol_3_loc`; `m_gol_4_loc`; `m_gol_5_loc`; `m_gol_6_loc`; `m_gol_7_loc`; `m_gol_8_loc`; `m_gol_9_loc`; `m_gol_10_loc`; `m_gol_11_loc`; `m_gol_12_loc`; `m_gol_1_vis`; `m_gol_2_vis`; `m_gol_3_vis`; `m_gol_4_vis`; `m_gol_5_vis`; `m_gol_6_vis`; `m_gol_7_vis`; `m_gol_8_vis`; `m_gol_9_vis`; `m_gol_10_vis`; `m_gol_11_vis`; `m_gol_12_vis`
183;2024-2025;19;NULL;10/01/2025;21:00;14;Rayo Vallecano;5;Celta Vigo;3.20;3.10;2.45;2;1;1;;;12955;Campo de F√∫tbol de Vallecas;Guillermo Cuadra;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
184;2024-2025;19;NULL;11/01/2025;14:00;6;AlavÈs;4;Girona;2.10;3.30;3.80;0;1;0;;;16454;Estadio de Mendizorroza;Mateo Busquets;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
185;2024-2025;19;NULL;11/01/2025;16:15;17;Valladolid;3;Real Betis;2.30;3.20;3.35;1;0;0;;;21911;Estadio Municipal Jos√© Zorrilla;Adri√°n Cordero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
186;2024-2025;19;NULL;11/01/2025;18:30;18;Espanyol;10;LeganÈs;2.40;3.10;3.25;1;1;1;;;26606;RCDE Stadium;Juan Mart√≠nez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
187;2024-2025;19;NULL;11/01/2025;21:00;8;Sevilla;11;Valencia;2.55;3.15;3.00;1;1;1;;;34297;Estadio Ram√≥n S√°nchez Pizju√°n;Francisco Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
188;2024-2025;19;NULL;12/01/2025;14:00;7;Las Palmas;2;Getafe;3.10;3.20;2.45;1;2;1;;;23698;Estadio de Gran Canaria;Javier Alberola;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
189;2024-2025;19;NULL;12/01/2025;16:15;20;AtlÈtico Madrid;9;Osasuna;1.55;3.90;6.50;1;0;0;;;64801;Riyadh Air Metropolitan Stadium;Isidro D√≠az de Mera;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
190;2024-2025;19;NULL;13/01/2025;21:00;13;Real Sociedad;19;Villarreal;2.30;3.30;3.20;1;0;0;;;20855;Reale Arena;C√©sar Soto;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
191;2024-2025;20;NULL;17/01/2025;21:00;18;Espanyol;17;Valladolid;2.25;3.10;3.50;2;1;1;;;23554;RCDE Stadium;Ricardo de Burgos;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
192;2024-2025;20;NULL;18/01/2025;14:00;4;Girona;8;Sevilla;1.35;5.00;9.50;1;2;1;;;1204;Estadi Municipal de Montilivi;Juan Mart√≠nez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
193;2024-2025;20;NULL;18/01/2025;16:15;10;LeganÈs;20;AtlÈtico Madrid;6.00;4.00;1.57;1;0;0;;;12371;Estadio Municipal de Butarque;Mario Melero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
194;2024-2025;20;NULL;18/01/2025;18:30;3;Real Betis;6;AlavÈs;2.05;3.40;3.85;1;3;1;;;50021;Estadio Benito Villamar√≠n;Alejandro Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
195;2024-2025;20;NULL;18/01/2025;21:00;2;Getafe;12;Barcelona;8.00;5.00;1.36;1;1;1;;;15134;Coliseum Alfonso P√©rez;Pablo Gonz√°lez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
196;2024-2025;20;NULL;19/01/2025;14:00;5;Celta Vigo;1;Athletic Club;1.95;3.45;4.10;1;2;1;;;22279;Estadio Abanca Bala√≠dos;Miguel √Ångel Ortiz Arias;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
197;2024-2025;20;NULL;19/01/2025;16:15;16;Real Madrid;7;Las Palmas;1.18;7.50;16.00;4;1;1;;;74808;Estadio Santiago Bernab√©u;Alejandro Quintero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
198;2024-2025;20;NULL;19/01/2025;18:30;9;Osasuna;14;Rayo Vallecano;2.20;3.25;3.45;1;1;1;;;2077;Estadio El Sadar;Alejandro Mu√±√≠z;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
199;2024-2025;20;NULL;19/01/2025;21:00;11;Valencia;13;Real Sociedad;1.70;3.80;5.25;1;0;0;;;40791;Estadio de Mestalla;V√≠ctor Garc√≠a;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
200;2024-2025;20;NULL;20/01/2025;21:00;19;Villarreal;15;Mallorca;2.00;3.50;3.80;4;0;0;;;14852;Estadio de la Cer√°mica;Jos√© Luis Munuera;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
201;2024-2025;21;NULL;24/01/2025;21:00;7;Las Palmas;9;Osasuna;3.20;3.10;2.45;1;1;1;;;19762;Estadio de Gran Canaria;Jes√∫s Gil;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
202;2024-2025;21;NULL;25/01/2025;14:00;15;Mallorca;3;Real Betis;2.45;3.20;3.00;0;1;0;;;19452;Estadi Mallorca Son Moix;Javier Alberola;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
203;2024-2025;21;NULL;25/01/2025;16:15;20;AtlÈtico Madrid;19;Villarreal;1.85;3.60;4.20;1;1;1;;;63596;Riyadh Air Metropolitan Stadium;Jose Maria S√°nchez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
204;2024-2025;21;NULL;25/01/2025;18:30;8;Sevilla;18;Espanyol;2.05;3.30;4.00;1;1;1;;;33602;Estadio Ram√≥n S√°nchez Pizju√°n;Adri√°n Cordero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
205;2024-2025;21;NULL;25/01/2025;21:00;17;Valladolid;16;Real Madrid;2.50;3.10;3.10;0;3;0;;;26025;Estadio Municipal Jos√© Zorrilla;Mateo Busquets;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
206;2024-2025;21;NULL;26/01/2025;14:00;14;Rayo Vallecano;4;Girona;2.20;3.25;3.40;2;1;1;;;12405;Campo de F√∫tbol de Vallecas;Isidro D√≠az de Mera;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
207;2024-2025;21;NULL;26/01/2025;16:15;13;Real Sociedad;2;Getafe;1.80;3.40;5.00;0;3;0;;;30004;Reale Arena;Guillermo Cuadra;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
208;2024-2025;21;NULL;26/01/2025;18:30;1;Athletic Club;10;LeganÈs;1.90;3.40;4.30;0;0;0;;;47612;San Mam√©s;Alejandro Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
209;2024-2025;21;NULL;26/01/2025;21:00;12;Barcelona;11;Valencia;1.22;7.50;9.50;7;1;1;;;45312;Estadi Ol√≠mpic Llu√≠s Companys;C√©sar Soto;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
210;2024-2025;21;NULL;27/01/2025;21:00;6;AlavÈs;5;Celta Vigo;2.25;3.15;3.45;1;1;1;;;13612;Estadio de Mendizorroza;Francisco Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
211;2024-2025;22;NULL;31/01/2025;21:00;10;LeganÈs;14;Rayo Vallecano;2.60;3.00;3.00;0;1;0;;;11432;Estadio Municipal de Butarque;Alejandro Quintero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
212;2024-2025;22;NULL;01/02/2025;14:00;2;Getafe;8;Sevilla;2.40;3.10;3.25;0;0;0;;;1173;Coliseum Alfonso P√©rez;Ricardo de Burgos;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
213;2024-2025;22;NULL;01/02/2025;16:15;19;Villarreal;17;Valladolid;2.00;3.50;3.80;5;1;1;;;17032;Estadio de la Cer√°mica;Isidro D√≠az de Mera;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
214;2024-2025;22;NULL;01/02/2025;18:30;20;AtlÈtico Madrid;15;Mallorca;1.35;5.25;9.00;2;0;0;;;6071;Riyadh Air Metropolitan Stadium;V√≠ctor Garc√≠a;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
215;2024-2025;22;NULL;01/02/2025;21:00;18;Espanyol;16;Real Madrid;9.00;5.50;1.30;1;0;0;;;33669;RCDE Stadium;Alejandro Mu√±√≠z;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216;2024-2025;22;NULL;02/02/2025;14:00;12;Barcelona;6;AlavÈs;1.15;8.00;15.00;1;0;0;;;429;Estadi Ol√≠mpic Llu√≠s Companys;Jos√© Luis Munuera;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
217;2024-2025;22;NULL;02/02/2025;16:15;11;Valencia;5;Celta Vigo;1.70;3.80;5.25;2;1;1;;;42273;Estadio de Mestalla;Pablo Gonz√°lez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
218;2024-2025;22;NULL;02/02/2025;18:30;9;Osasuna;13;Real Sociedad;2.20;3.25;3.45;2;1;1;;;21678;Estadio El Sadar;Miguel √Ångel Ortiz Arias;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
219;2024-2025;22;NULL;02/02/2025;21:00;3;Real Betis;1;Athletic Club;2.05;3.40;3.85;2;2;1;;;49292;Estadio Benito Villamar√≠n;Juan Mart√≠nez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
220;2024-2025;22;NULL;03/02/2025;21:00;4;Girona;7;Las Palmas;1.62;3.90;5.80;2;1;1;;;10088;Estadi Municipal de Montilivi;Mario Melero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
221;2024-2025;23;NULL;07/02/2025;21:00;14;Rayo Vallecano;17;Valladolid;2.20;3.25;3.40;1;0;0;;;12286;Campo de F√∫tbol de Vallecas;Jes√∫s Gil;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
222;2024-2025;23;NULL;08/02/2025;14:00;5;Celta Vigo;3;Real Betis;2.20;3.30;3.40;3;2;1;;;22651;Estadio Abanca Bala√≠dos;Mateo Busquets;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
223;2024-2025;23;NULL;08/02/2025;16:15;1;Athletic Club;4;Girona;1.90;3.40;4.30;3;0;0;;;48261;San Mam√©s;Jose Maria S√°nchez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
224;2024-2025;23;NULL;08/02/2025;18:30;7;Las Palmas;19;Villarreal;3.20;3.10;2.45;1;2;1;;;22909;Estadio de Gran Canaria;Francisco Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
225;2024-2025;23;NULL;08/02/2025;21:00;16;Real Madrid;20;AtlÈtico Madrid;1.75;3.80;4.75;1;1;1;;;78082;Estadio Santiago Bernab√©u;C√©sar Soto;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
226;2024-2025;23;NULL;09/02/2025;14:00;6;AlavÈs;2;Getafe;2.25;3.15;3.45;0;1;0;;;16236;Estadio de Mendizorroza;Isidro D√≠az de Mera;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
227;2024-2025;23;NULL;09/02/2025;16:15;11;Valencia;10;LeganÈs;1.80;3.40;5.25;2;0;0;;;42312;Estadio de Mestalla;Guillermo Cuadra;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
228;2024-2025;23;NULL;09/02/2025;18:30;13;Real Sociedad;18;Espanyol;1.75;3.50;5.00;2;1;1;;;29478;Reale Arena;Javier Alberola;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
229;2024-2025;23;NULL;09/02/2025;21:00;8;Sevilla;12;Barcelona;2.05;3.30;4.00;1;4;1;;;38592;Estadio Ram√≥n S√°nchez Pizju√°n;Alejandro Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
